"STTN_ID","STTN_NM","STTN_NM_ENG"
293064308,"새뜸마을5,6단지", 
293064309,"새뜸마을5,6단지", 
293064311,"새뜸마을1,2단지", 
293064312,"가득초등학교(새뜸마을3,4단지)", 
293064313,"가득초등학교(새뜸마을3,4단지)", 
293064338,신정1리, 
293064339,신정2리, 
293064340,종성골, 
293064342,전의산업단지, 
293064385,산학리(주니어전문스쿨), 
293064386,산학리(주니어전문스쿨), 
293064389,"새뜸마을1,2단지", 
293064374,"가온마을2,3단지", 
293064252,대평동, 
293064392,"한뜰마을1,2단지", 
293064360,새뜸마을4단지(가온마을1단지), 
293064390,"새뜸마을3,4단지", 
293064391,"새뜸마을3,4단지", 
293064221,세종고속시외버스터미널(지하), 
293064272,장재1리, 
293064162,금천2리마을회관, 
293064273,연기2리마을회관, 
293064274,번암리, 
293064336,송정리, 
293064348,세종예술고등학교, 
293064349,나릿재마을, 
293064350,나릿재마을, 
274000059,서평교, 
293064421,수루배마을6단지, 
293064419,집현동, 
293064422,수루배마을6단지, 
293064418,집현동, 
293064417,산학연클러스터, 
293064416,산학연클러스터, 
293064431,수루배마을4단지, 
293064432,수루배마을4단지, 
293064411,쌍류리(수디산), 
293064445,세종충남대학교병원, 
293064435,한국산업인력공단(세종지사), 
293064436,한국산업인력공단(세종지사), 
293064430,"새뜸마을7,10단지", 
293064412,고운동(만남로), 
293064413,고운동(만남로), 
293064424,세종누리학교, 
293064425,세종누리학교, 
293064427,주택성능연구개발센터, 
293064428,장기중학교후문, 
293064429,장기중학교후문, 
293064523,"나릿재마을 4,6단지", 
293900005,세종예술의전당, 
293064420,누리동, 
293064478,산학연클러스터, 
293064477,산학연클러스터, 
293064459,해밀마을1단지, 
293064458,해밀마을1단지, 
293064460,원수산MTB공원, 
286071104,흥화하브아파트, 
293064526,"새나루마을9,10단지", 
293900015,새나루마을10단지, 
293064505,조치원 농협, 
293064507,신흥푸르지오, 
293900004,번암안동네, 
293900019,한국개발연구원(KDI), 
293900021,등곡리(쌍용양회), 
293000255,응암3리, 
293064506,신흥푸르지오, 
293064504,조치원 농협, 
293064503,신흥3리, 
293064498,다솜동, 
293064499,다솜동, 
293064500,누리동, 
293064501,누리동, 
293064443,대전공원묘원, 
293900006,세종예술의전당, 
293900007,양지고등학교, 
293900008,양지고등학교, 
293900022,문곡리(호계마을), 
293900023,문곡리(호계마을), 
293064490,수산리교차로, 
293000256,평기교, 
293000257,평기교, 
293064470,응암3리마을입구, 
293064525,"새나루마을9,10단지", 
293900014,세종연구단지, 
293064511,반곡고등학교, 
293900020,등곡리(쌍용양회), 
293064492,다솜동, 
293064448,세종충남대학교병원(후문), 
293900011,전통문화체험관, 
293064472,가락마을8단지.가재마을4단지, 
293064476,아름제2중(가락마을20단지), 
293064508,월하리(패션아울렛), 
293900016,새나루마을10단지, 
293064516,"새샘마을7,8단지", 
293064519,"새나루마을4,9단지", 
293064521,"새나루마을2,8단지", 
293064513,한국농어촌공사, 
293900013,세종연구단지, 
293900017,새나루마을1단지(후문), 
293900018,새나루마을1단지(후문), 
293064462,부강2리, 
293064465,부강2리, 
293064463,부강초등학교, 
293064147,세종시보건소(대동초), 
293064515,"새샘마을7,8단지", 
293064474,종촌초등학교(가재마을3단지), 
293064456,국립세종수목원(연구동), 
293064485,해밀고등학교, 
293064486,"나성중학교,나성초등학교", 
293064487,"나성중학교,나성초등학교", 
293900009,세종소방서, 
293064453,세종호수공원, 
293064454,세종중앙공원, 
293064464,복지회관, 
293064488,"나릿재마을1,2단지", 
293064497,전의산업단지교차로, 
293064517,동면농협예양지소, 
293064518,동면농협예양지소, 
293064524,"나릿재마을4,6단지", 
293900012,전통문화체험관, 
293064489,"나릿재마을1,2단지", 
293064484,해밀고등학교, 
293019013,달전2리입구, 
293019029,신방1리(신암골), 
293019059,전의중학교, 
293019061,관정1리, 
293016078,고복1리, 
293011087,초정약수터, 
293011096,달전리마을회관, 
293012026,한화사원아파트, 
293015021,양세오충각, 
293016109,대원아파트후문, 
293017004,송학2리(하나로마트), 
293017015,하봉교차로, 
293011035,용담리(32사 방면), 
293017030,금암리노인정, 
293001041,세종여자고등학교입구, 
293012033,부강삼거리, 
293011042,감성리(32사 방면), 
293011056,금천1리, 
293013026,고등1리마을회관, 
293001058,고려대학교, 
293011016,영곡2리, 
293011023,국곡리, 
293015075,응암3리입구, 
293016028,신대2리(송적골), 
293016051,와촌리(기와말), 
293017060,동원주식회사, 
293018023,청람1리마을회관, 
293018028,송정리(행골), 
293018042,송곡2리(능골), 
293018068,노장농공단지, 
293018072,심중2리입구, 
293018087,심중리시민스포츠센터, 
293064025,"가재마을9, 10단지", 
293064031,종촌종합복지센터, 
293064118,"가락마을10,13단지", 
293064084,세무서 출장민원실, 
186004130,금고2통, 
293057003,장재리(태련암입구), 
293011075,산학연클러스터, 
293016050,고복저수지입구, 
293019010,다방2리마을회관, 
293019063,원성리(죽근마을), 
293001054,번암아파트후문, 
293062026,국무조정실(한뜰마을3단지), 
293063002,가재마을5단지.가온마을6단지, 
293019079,전의산업단지, 
293011097,달전리마을회관, 
293014021,연기면사무소, 
293014039,연기2리마을회관, 
293014048,보통1리마을회관, 
186004137,대동금탄동입구, 
186004044,테크노밸리6단지, 
293058005,호탄리, 
293064080,"시청,시의회,교육청,세무서", 
293051005,가람동(이마트앞), 
293061007,범지기마을10단지, 
293011004,도남리마을회관, 
293001096,조치원버스터미널, 
186004141,노은농수산물시장, 
293064138,"가재마을5,8단지", 
186004618,반석네거리, 
286065011,장기산업단지(신관동 방면), 
285013004,병천3리, 
285013008,유관순열사유적지, 
285016020,장산3리(송내), 
286055002,법원/공주교도소(신관초방면), 
186004134,금고동매립장, 
286066011,주공1차아파트(법원방면), 
274002090,동평3리, 
293064095,"두루초,중학교", 
186004705,안산교, 
187000280,신탄진역, 
293064285,응암1리마을회관, 
293064250,봉암리, 
293064276,노송2리, 
293064283,송용리, 
293064306,국립세종도서관정문, 
293064359,새롬중학교(새뜸마을1단지), 
293064361,새뜸마을4단지(가온마을1단지), 
293064337,청람리(동막골), 
293064332,행정리, 
293064520,"새나루마을4,9단지", 
293064447,세종충남대학교병원(후문), 
293064426,주택성능연구개발센터, 
293900001,대전공원묘원, 
293064510,청미마을회관, 
293064473,"종촌초등학교(가락마을6, 7단지)", 
293064451,국립세종수목원(연구동), 
293064210,"시청,시의회,교육청,세무서", 
293012017,부강면, 
293019076,재동아파트, 
293011037,도암리입구, 
293001064,세무서 출장민원실, 
293001006,봉산리(중뜸), 
293016017,용암리(금단마을), 
293018059,전동삼거리, 
293018082,심중1리, 
293064032,"가재마을9, 10단지", 
293019044,부거실(아랫마을), 
293064156,은하수공원, 
293061005,"범지기마을6,11단지", 
293016030,기룡리복지회관, 
293016069,고복1리마을회관, 
293014015,해밀동, 
293062011,정부세종청사북측, 
293001039,신안2리(안터), 
293019080,상대부(쌍태울), 
293064074,세종기숙학원, 
293064051,세종충남대병원, 
293064145,다빛초등학교(가온마을3단지), 
293019092,노곡리, 
293064097,가락마을22단지, 
186004142,노은농수산물시장, 
285013009,유관순열사유적지, 
270014001,산성시장, 
293064231,대평동(해들마을), 
293064512,반곡고등학교, 
293012044,세종미래고등학교, 
293064466,"진웅엠피아,재진가로등", 
293064229,명학산업단지입구, 
293012049,매포역(노호2리), 
293064042,눌왕리(새터말), 
293064069,"종촌고(가재마을3,4단지)", 
293064279,노송1리, 
293064024,정부세종청사스포츠센터, 
293064366,다정중학교(가온마을4단지), 
293064347,세종예술고등학교, 
293064414,연동면 복합커뮤니티센터, 
293064461,원수산MTB공원, 
293064471,아름제2중(가락마을20단지), 
293064452,"국립세종수목원,중앙공원", 
293064083,번암아파트후문, 
293064300,부강산업단지입구, 
293064178,다정동(장기로), 
293016035,조치원노인전문병원, 
293056004,도담동(도램마을), 
293014002,수산리(방아다리), 
293064144,다빛초등학교(가재마을1단지), 
293064158,"가락마을7,8단지", 
293064061,"종촌고(가재마을3,4단지)", 
293064491,수산리교차로, 
186004452,국방과학연구소입구, 
186005193,국방과학연구소, 
293001042,세종시문화예술회관, 
293001019,세종시민체육관, 
293001045,세종시문화예술회관, 
293064353,대평동커뮤니티센터, 
293064150,대법원등기정보센터, 
293061003,아름동커뮤니티센터, 
293064054,"범지기마을8,12단지", 
293064052,세종충남대병원, 
293064109,"도램마을8,10단지", 
293062016,도램마을9단지, 
293062027,공정거래위원회, 
293064222,국립세종도서관, 
293062005,정부세종청사남측, 
293062003,어진중학교(가재마을9단지), 
293064262,"가온마을6,9단지", 
293064001,첫마을5단지, 
293064008,한솔중학교(첫마을7단지), 
293064011,첫마을3단지, 
293055059,세종고속시외버스터미널, 
293011029,용포리, 
293064514,한국농어촌공사, 
293064351,대평동커뮤니티센터, 
293064207,보람동(해들마을), 
293064079,"시청,시의회,교육청,세무서", 
293064164,"세종우체국(남부서,보람초)", 
293064215,소담동(새샘마을), 
293057002,한국조세재정연구원, 
293064434,수루배마을3단지, 
293064381,"반곡초,중학교", 
293011064,새나루마을1단지, 
293064259,조치원버스터미널, 
293064152,조치원전통시장북측, 
293001084,조치원역, 
293001087,세종우체국, 
293001086,세종중학교, 
293064502,신흥3리, 
293001038,신흥주공아파트, 
293001065,번암삼거리, 
293064220,세종고속시외버스터미널(지하), 
293064232,대평동(해들마을), 
293064209,보람동.대평동, 
293058004,신촌리, 
293058007,"장영실고등학교,호탄리(안터)", 
293058008,"장영실고등학교,호탄리(안터)", 
293064166,"호려울마을8,9단지", 
293057006,장재리(길재고개), 
293064077,국책연구단지북측, 
293064400,반곡동(수루배마을), 
293064433,수루배마을3단지, 
293064480,집현동, 
293064479,집현동, 
293011065,황용리(황용1교), 
293064522,"새나루마을2,8단지", 
293012013,금호3리, 
293012001,금호2리노인회관, 
293012018,아시아제지기숙사, 
293012032,부강삼거리, 
293064280,부강면생활체육관, 
293012043,세종미래고등학교, 
293000254,응암3리, 
293015050,명학산업단지, 
293015049,명학산업단지, 
293064467,"진웅엠피아,재진가로등", 
293064288,응암리(우리종묘), 
293015052,응암1리마을회관, 
293064225,삼성전기, 
293064358,새롬중학교(새뜸마을1단지), 
293053009,한솔동, 
293064146,세종시보건소(대동초), 
293064020,대평리원형교차로, 
293064226,삼성전기, 
293019005,유천리, 
293019012,달전2리입구, 
293019015,달전2리입구, 
293019018,세종미래산업단지, 
293019033,대전카톨릭대입구, 
293019055,신흥리(사사), 
293016064,연서초등학교, 
293016077,고복1리, 
293011083,황용사, 
293011091,부용1리, 
293011101,망골, 
293015015,예양2리, 
293015029,내판3리, 
293016095,연서면사무소, 
293016096,국촌1리, 
293016126,월하리, 
293017011,평기리마을회관, 
293013024,대곡리, 
285013002,모드니에아파트, 
285013005,병천고등학교, 
285013006,병천시장, 
285013007,병천시장, 
285013010,병천고등학교, 
285016001,백자2리, 
285016002,백자2리, 
285016003,백자3리, 
285016005,백자4리, 
285016006,백자4리, 
285016007,상록리조트정문, 
285016008,상록리조트후문, 
285016009,상록리조트후문, 
285016010,수신초등학교, 
285016011,수신면사무소, 
285016012,속샘말삼거리, 
285016015,송내리, 
285016017,수신초등학교, 
285016018,상록리조트정문, 
285016019,장산3리(송내), 
285016021,장산4리, 
285016022,장산4리(상리), 
285016024,해정리, 
286070004,옥룡동 주민센터(산성시장), 
286065010,송선수영장(신관동방면), 
286056002,동현리(공주신관 방면), 
293001029,구렁말, 
293001093,효성세종병원, 
293014007,눌왕2리마을회관, 
293001089,번암리, 
293064012,봉안리(다름고개), 
293011019,성덕2리, 
293001034,신안2리(안터), 
286065001,송선2통(신관동 방면), 
286055001,금흥교(법원), 
286055005,공주정보고(신관동 방면), 
286055006,금흥동, 
286055008,신관초등학교, 
286055010,우남퍼스트빌(신관초방면), 
286055011,우남퍼스트빌(정보고방면), 
286055012,주공2차아파트(터미널방면), 
286055013,주공2차아파트(법원방면), 
285016026,해정2리, 
286065002,공주정명학교(신관동방면), 
286065003,공주정명학교(장군면방면), 
286065005,송선1통(신관동 방면), 
286065006,송선수영장(장군면방면), 
286066002,관골, 
286066003,시목동(옥룡동 방면), 
